"year","barkbeetle","wind","landscape_volume_yearstart","impact","relimpact","model","mgm","rcp","windcase"
39,0.171351333727932,0,244.896838989564,0.171351333727932,0.0699687813182571,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
40,0.117410182544616,3.18282211983893,258.147867233929,3.30023230238355,1.27842710371608,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
41,0.100782882198605,0.0999657860835178,260.556109997137,0.200748668282123,0.0770462332602098,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
42,0.339230089900629,0,265.385877281481,0.339230089900629,0.127825223171475,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
43,0.254718312870773,0,269.063373919005,0.254718312870773,0.0946685195984535,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
44,0.368689609347154,0,271.918901361726,0.368689609347154,0.135588076996787,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
45,0.288717159935711,0,272.224685851895,0.288717159935711,0.106058405038546,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
46,0.406565166203347,0,280.661905601163,0.406565166203347,0.144859404888777,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
47,0.321834470952027,0.0095136732588188,276.941091841565,0.331348144210845,0.119645713103639,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
48,0.351901671953525,0,285.839340490691,0.351901671953525,0.123111700212233,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
49,0.637596594175619,0,286.957232319621,0.637596594175619,0.222192202308895,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
50,0.56574469081676,0,281.475382675108,0.56574469081676,0.200992600290651,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
51,0.45450650805004,0,281.591003334406,0.45450650805004,0.161406615505498,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
52,0.460217500776735,0,286.920620025449,0.460217500776735,0.160398893859882,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
53,0.416232322537037,0.0284487404192858,287.844557473451,0.444681062956323,0.154486528027315,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
54,0.632440788955133,1.48854083437699,291.547506840265,2.12098162333212,0.72749091436895,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
55,0.990533867548651,0.272510836233048,285.674731693789,1.2630447037817,0.442126853954847,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
56,1.24844749548559,0.417448849590111,278.671115305736,1.6658963450757,0.597800149917943,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
57,1.19520339088909,0,266.500295035312,1.19520339088909,0.448481076064372,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
58,1.22288383929956,0,273.294088003707,1.22288383929956,0.447460773203032,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
59,1.24242621690144,1.98281638386203,270.29126429556,3.22524260076347,1.19324707336332,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
60,0.976795124490643,1.37431580516051,267.025864593676,2.35111092965115,0.880480598098148,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
61,1.16561792434578,2.75265749740347,256.420851030366,3.91827542174925,1.52806427636621,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
62,0.982305488078528,0.863625353580086,258.024158399981,1.84593084165861,0.715410081406839,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
63,1.45252504059307,0,261.215922398873,1.45252504059307,0.556062979336722,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
64,1.69477641509593,0,271.905153161557,1.69477641509593,0.62329690901038,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
65,0.999137037932353,0,282.666265895804,0.999137037932353,0.353468792876987,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
66,0.475463849022451,0,283.413594424246,0.475463849022451,0.167763247203563,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
67,0.222807235472367,0,287.709887765002,0.222807235472367,0.0774416330294333,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
68,0.218382727713005,0.50168457472262,290.59882374145,0.720067302435625,0.247787411237521,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
69,0.395563924095035,0.215740649927356,297.23516681915,0.611304574022391,0.205663609916768,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
70,0.534869148822346,0,292.484692844279,0.534869148822346,0.182870817484837,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
71,0.754205621517777,9.59689482176432,298.923501301185,10.3511004432821,3.46279245299375,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
72,0.799749736498627,0,290.463671840152,0.799749736498627,0.275335545898747,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
73,1.77737222216307,0.340026719443084,306.235271656487,2.11739894160616,0.691428825344883,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
74,0.985272749809118,0.338271264527141,297.941528876178,1.32354401433626,0.444229449761034,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
75,1.03694255520722,0,301.165525677742,1.03694255520722,0.344309845183537,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
