"year","barkbeetle","wind","landscape_volume_yearstart","impact","relimpact","model","mgm","rcp","windcase"
75,0.112214745510184,0.114514138217521,288.677645010713,0.226728883727705,0.0785405062173381,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
76,0.144840658112295,0,296.189243570571,0.144840658112295,0.0489013903294516,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
77,0.37833573714541,0.296761391959385,298.379133553807,0.675097129104794,0.226254805778184,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
78,0.79762783760865,0.171309915655908,280.150675429488,0.968937753264558,0.345863079494318,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
79,0.855426429024234,9.7986344378083,289.125131080805,10.6540608668325,3.68493075195699,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
80,1.71809652592351,0,289.140749309088,1.71809652592351,0.59420767568354,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
81,3.17986734427812,0,298.553462228526,3.17986734427812,1.06509143137791,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
82,2.07583413187512,0,308.017208918117,2.07583413187512,0.673934465923607,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
83,2.18970745136066,0.115370291312602,316.008434170917,2.30507774267326,0.729435512922584,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
84,0.551078027785261,0.173494643467227,322.706710499369,0.724572671252488,0.224529781277636,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
85,0.1735387822481,0,325.812077877424,0.1735387822481,0.0532634589173788,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
86,0.263487864125391,4.5312065174695,337.721205982718,4.79469438159489,1.41971966718615,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
87,0.392443144285823,5.92821059151605,342.73452935279,6.32065373580187,1.84418352820698,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
88,0.897581858585129,26.3036715812313,347.370715086366,27.2012534398164,7.83061215538951,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
89,3.77921176098546,0,334.15241948832,3.77921176098546,1.13098440728709,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
90,5.61300434973271,0.180101364786781,333.73374142071,5.79310571451949,1.73584657333662,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
91,13.3436804431385,0,332.765892746905,13.3436804431385,4.00993032458633,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
92,8.04429634872257,0,327.201880611512,8.04429634872257,2.45851164843199,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
93,3.32965128166476,0.0802703970301826,336.395816140926,3.40992167869494,1.01366352227949,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
94,0.74647954343194,1.7220439206413,347.683100333436,2.46852346407324,0.709992364226465,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
95,0.678425200430172,2.86742917281809,336.578881110313,3.54585437324826,1.05349877019946,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
96,1.29322236280006,0,322.509149487641,1.29322236280006,0.400987806037306,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
97,1.61011532333743,0,305.916142960416,1.61011532333743,0.52632571388878,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
98,1.72611556266172,0,308.470406192835,1.72611556266172,0.559572499665548,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
99,2.08325986867726,3.13436639049628,310.039730949028,5.21762625917354,1.68288955844545,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
100,1.4781181962342,0.537752745823546,303.859561239168,2.01587094205774,0.663421922231715,"EC-EARTH_RACMO22E-r1","BAU","rcp45","w9"
1,0.0124608031446018,1.31981483345603,310.278827503739,1.33227563660063,0.429380131193315,"EC-EARTH_RACMO22E-r1","BAU","rcp85","w9"
2,0.0466416399558606,0,308.22607151397,0.0466416399558606,0.0151322825245646,"EC-EARTH_RACMO22E-r1","BAU","rcp85","w9"
3,0.107051039966881,0.0701344168326784,306.836300906207,0.17718545679956,0.0577459238937055,"EC-EARTH_RACMO22E-r1","BAU","rcp85","w9"
4,0.203313060379455,0,304.85982987144,0.203313060379455,0.0666906691069116,"EC-EARTH_RACMO22E-r1","BAU","rcp85","w9"
5,0.26330177808858,0,304.761803711109,0.26330177808858,0.0863959245818648,"EC-EARTH_RACMO22E-r1","BAU","rcp85","w9"
