"","mgm","model","windcase","rcp","wind.damaged.vol","landscape_volume_yearstart","rt","impact","auc","norm.auc","one.minus.norm.auc"
"174","CONSERVATION","NCC_HIRHAM5","w9","rcp45",111.221171067778,316.93418214735,50,35.092829152795,-1063.59289679414,0.212718579358828,0.787281420641172
"175","CONSERVATION","NCC_HIRHAM5","w9","rcp85",105.724806425314,298.018495859961,23,35.4759210901439,-534.535102572902,0.10690702051458,0.89309297948542
"176","CONSERVATION","refclim","w5","-",124.763136470749,354.774848119432,35,35.1668493784398,-701.585545929044,0.140317109185809,0.859682890814191
"177","CONSERVATION","refclim","w6","-",120.11056989052,328.950948118252,30,36.5132158996976,-574.018533661341,0.114803706732268,0.885196293267732
"178","CONSERVATION","refclim","w7","-",122.20132168497,342.564823723634,34,35.672466412826,-643.128938412091,0.128625787682418,0.871374212317582
"179","CONSERVATION","refclim","w8","-",116.802608879509,340.418524065939,34,34.3114726791084,-640.057395252953,0.128011479050591,0.871988520949409
"180","CONSERVATION","refclim","w9","-",125.276121952489,320.648116385007,29,39.0696578432628,-606.299184517801,0.12125983690356,0.87874016309644
"181","UNMANAGED","EC-EARTH_RACMO22E-r1","w5","rcp45",138.70952226329,433.655635779444,35,31.9860992960408,-789.665594313665,0.157933118862733,0.842066881137267
"182","UNMANAGED","EC-EARTH_RACMO22E-r1","w5","rcp85",145.399527915849,473.441729082104,31,30.711177106789,-695.23764613767,0.139047529227534,0.860952470772466
"183","UNMANAGED","EC-EARTH_RACMO22E-r1","w6","rcp45",139.263521008049,412.92051877957,32,33.7264714816442,-687.427017347334,0.137485403469467,0.862514596530533
"184","UNMANAGED","EC-EARTH_RACMO22E-r1","w6","rcp85",147.800382113144,433.691905609,26,34.0795805044134,-634.222442649874,0.126844488529975,0.873155511470025
"185","UNMANAGED","EC-EARTH_RACMO22E-r1","w7","rcp45",137.09290087191,415.050812586998,32,33.0303897051579,-670.750746903473,0.134150149380695,0.865849850619306
"186","UNMANAGED","EC-EARTH_RACMO22E-r1","w7","rcp85",154.354904464252,458.442937908141,28,33.6693820977084,-711.325595839355,0.142265119167871,0.857734880832129
"187","UNMANAGED","EC-EARTH_RACMO22E-r1","w8","rcp45",123.135473962297,414.65227580022,33,29.6960805833424,-669.472349911986,0.133894469982397,0.866105530017603
"188","UNMANAGED","EC-EARTH_RACMO22E-r1","w8","rcp85",133.234068391558,462.756030057362,28,28.7914278232188,-661.674238813667,0.132334847762733,0.867665152237267
"189","UNMANAGED","EC-EARTH_RACMO22E-r1","w9","rcp45",139.376170476536,373.64652858521,23,37.3016098943232,-597.685453963771,0.119537090792754,0.880462909207246
"190","UNMANAGED","EC-EARTH_RACMO22E-r1","w9","rcp85",152.749852750095,411.466165836563,25,37.1233081678866,-601.724925682241,0.120344985136448,0.879655014863552
"191","UNMANAGED","HadGEM2_CCLM","w5","rcp45",111.752974583296,338.309337875825,49,33.0327786058079,-931.098540050421,0.186219708010084,0.813780291989916
"192","UNMANAGED","HadGEM2_CCLM","w5","rcp85",114.254248974018,279.686969427393,30,40.850758692095,-530.825133397004,0.106165026679401,0.893834973320599
"193","UNMANAGED","HadGEM2_CCLM","w6","rcp45",107.472818878201,299.681230135391,42,35.862379111847,-611.472756438877,0.122294551287775,0.877705448712225
"194","UNMANAGED","HadGEM2_CCLM","w6","rcp85",104.048337229901,249.859277911719,16,41.6427751250699,-321.498986997777,0.0642997973995554,0.935700202600445
"195","UNMANAGED","HadGEM2_CCLM","w7","rcp45",112.291761533352,327.130163712411,50,34.3263245000148,-889.115284573165,0.177823056914633,0.822176943085367
"196","UNMANAGED","HadGEM2_CCLM","w7","rcp85",108.799116340423,269.357078468662,17,40.3921504342724,-388.724022364161,0.0777448044728321,0.922255195527168
"197","UNMANAGED","HadGEM2_CCLM","w8","rcp45",106.963981010162,337.964469762105,46,31.6494751905296,-915.993971441511,0.183198794288302,0.816801205711698
"198","UNMANAGED","HadGEM2_CCLM","w8","rcp85",103.885848686065,293.216499310759,30,35.4297418222582,-527.726289291117,0.105545257858223,0.894454742141777
"199","UNMANAGED","HadGEM2_CCLM","w9","rcp45",112.173867758129,297.103041746274,46,37.7558799461653,-653.068911702551,0.13061378234051,0.86938621765949
"200","UNMANAGED","HadGEM2_CCLM","w9","rcp85",106.808336897771,261.017089466736,16,40.9200551258858,-347.788059988934,0.0695576119977868,0.930442388002213
"201","UNMANAGED","MPI_CCLM","w5","rcp45",126.842212998495,371.447821492595,33,34.1480567819198,-616.195266977479,0.123239053395496,0.876760946604504
"202","UNMANAGED","MPI_CCLM","w5","rcp85",128.046146078784,369.825137637001,30,34.6234295745646,-673.206569642644,0.134641313928529,0.865358686071471
"203","UNMANAGED","MPI_CCLM","w6","rcp45",124.357542198142,343.117576576893,26,36.243419366269,-537.425337001344,0.107485067400269,0.892514932599731
"204","UNMANAGED","MPI_CCLM","w6","rcp85",119.452693589926,328.016228699045,25,36.4167023271045,-508.911602426395,0.101782320485279,0.898217679514721
"205","UNMANAGED","MPI_CCLM","w7","rcp45",125.101888841477,359.982710171177,27,34.7521937323015,-586.102596347264,0.117220519269453,0.882779480730547
"206","UNMANAGED","MPI_CCLM","w7","rcp85",129.561284823631,353.35883012082,25,36.6656423385066,-641.283233557859,0.128256646711572,0.871743353288428
"207","UNMANAGED","MPI_CCLM","w8","rcp45",111.67829324594,358.892797007381,27,31.1174518344104,-501.625849427437,0.100325169885487,0.899674830114513
"208","UNMANAGED","MPI_CCLM","w8","rcp85",113.115935918169,362.456485631598,27,31.2081423294327,-585.445961601891,0.117089192320378,0.882910807679622
"209","UNMANAGED","MPI_CCLM","w9","rcp45",125.630874668524,335.38619900875,25,37.4585701617514,-498.215114382793,0.0996430228765586,0.900356977123441
"210","UNMANAGED","MPI_CCLM","w9","rcp85",128.889263023448,329.565173576776,25,39.1088844809088,-551.850388191266,0.110370077638253,0.889629922361747
"211","UNMANAGED","NCC_HIRHAM5","w5","rcp45",139.576525202074,438.705297214743,50,31.8155550179628,-1275.264023097,0.2550528046194,0.7449471953806
"212","UNMANAGED","NCC_HIRHAM5","w5","rcp85",136.942597557418,416.039811732732,32,32.9157435647988,-775.954987091121,0.155190997418224,0.844809002581776
"213","UNMANAGED","NCC_HIRHAM5","w6","rcp45",132.556983196024,401.590666598733,50,33.0079840546879,-992.939017035766,0.198587803407153,0.801412196592847
"214","UNMANAGED","NCC_HIRHAM5","w6","rcp85",125.782598394049,375.509151612199,25,33.4965467163764,-583.291683755621,0.116658336751124,0.883341663248876
"215","UNMANAGED","NCC_HIRHAM5","w7","rcp45",139.776563132951,425.725726381678,50,32.832538526844,-1207.64405857292,0.241528811714584,0.758471188285416
"216","UNMANAGED","NCC_HIRHAM5","w7","rcp85",131.126872441963,392.472049828981,27,33.4104995499938,-649.669340326482,0.129933868065296,0.870066131934704
"217","UNMANAGED","NCC_HIRHAM5","w8","rcp45",120.760738402603,427.242298645382,50,28.2651644711885,-1086.13442272399,0.217226884544797,0.782773115455203
"218","UNMANAGED","NCC_HIRHAM5","w8","rcp85",122.389782134555,411.199029500221,29,29.7641223237589,-710.725111678672,0.142145022335734,0.857854977664266
"219","UNMANAGED","NCC_HIRHAM5","w9","rcp45",133.251220187548,391.245895053693,50,34.0581771903986,-986.57931973256,0.197315863946512,0.802684136053488
"220","UNMANAGED","NCC_HIRHAM5","w9","rcp85",128.149414135475,354.78232696834,23,36.1205743337126,-539.625685051096,0.107925137010219,0.892074862989781
"221","UNMANAGED","refclim","w5","-",147.581491935819,457.133846781201,38,32.2840876856917,-739.559027038285,0.147911805407657,0.852088194592343
"222","UNMANAGED","refclim","w6","-",149.763056800691,424.214476037051,32,35.3036176888058,-641.520418726859,0.128304083745372,0.871695916254628
"223","UNMANAGED","refclim","w7","-",149.310736705378,446.524688196034,35,33.4384056811272,-659.805731678818,0.131961146335764,0.868038853664236
"224","UNMANAGED","refclim","w8","-",128.642715961546,432.78854763771,33,29.7241497409571,-594.443947017913,0.118888789403583,0.881111210596417
"225","UNMANAGED","refclim","w9","-",155.343874185156,422.443866689818,34,36.77266648523,-675.541713738798,0.13510834274776,0.86489165725224
