"year","total_carbon_kg","volume_m3","model","mgm","rcp","windcase"
1,116652.980516818,300.348264521404,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
2,112024.200506327,288.341063771954,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
3,108575.083006876,278.971958018725,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
4,107199.923382679,274.577837024593,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
5,104800.795771526,267.65873212618,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
6,106265.3674822,269.246851042515,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
7,105015.090555215,265.862769326301,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
8,105602.050929501,267.272911771683,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
9,106926.084736491,270.23079970464,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
10,106662.370158791,268.345971478367,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
11,106016.814999291,265.98437185489,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
12,102523.138386967,256.267207015332,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
13,100399.396423903,250.549532697947,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
14,100991.366594018,251.72901817833,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
15,96674.985617493,240.714399560587,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
16,95307.448923616,235.701936743882,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
17,95931.8047562961,236.972113986921,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
18,97524.9695854955,241.210887998528,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
19,99845.8955940043,246.946428758109,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
20,96418.9176457149,237.305050840721,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
21,99659.7505977253,245.393932174444,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
22,94107.9218620285,230.53230571565,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
23,94409.3814257127,229.73141129262,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
24,94203.2410412038,228.337327616074,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
25,93028.9825578341,224.53419212931,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
26,94314.2221186922,228.250817625192,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
27,98253.5237835368,239.085185312671,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
28,98879.7195526834,238.352766433477,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
29,99916.9662809355,241.606976552968,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
30,99050.2651801808,238.524553393744,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
31,100836.031532289,244.320870611296,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
32,100806.132752196,242.885814353213,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
33,103611.890036624,252.16960281769,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
34,101365.816291548,244.396524923224,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
35,94461.4052842084,229.115082365789,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
36,95323.868051112,230.07640790735,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
37,100133.666085677,244.133643029174,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
38,101630.139200465,244.896838989564,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
39,105876.186305099,258.147867233929,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
40,107541.981209265,260.556109997137,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
41,109692.710640387,265.385877281481,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
42,111062.364475021,269.063373919005,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
43,112261.88103167,271.918901361726,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
44,112532.074148009,272.224685851895,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
45,115207.184908474,280.661905601163,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
46,114564.433432182,276.941091841565,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
47,117209.75325636,285.839340490691,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
48,118091.44964089,286.957232319621,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
49,116192.043539279,281.475382675108,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
50,116209.33832804,281.591003334406,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
51,117931.40027578,286.920620025449,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
52,118712.305788961,287.844557473451,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
53,120023.93091576,291.547506840265,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
54,118016.222727639,285.674731693789,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
55,115551.104365564,278.671115305736,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
56,110814.079083009,266.500295035312,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
57,113272.922205297,273.294088003707,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
58,112891.987510091,270.29126429556,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
59,111540.864764303,267.025864593676,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
60,107408.887786033,256.420851030366,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
61,108397.79197624,258.024158399981,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
62,110027.903056254,261.215922398873,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
63,113841.050541175,271.905153161557,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
64,118287.907759062,282.666265895804,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
65,119515.373869471,283.413594424246,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
66,121163.158011644,287.709887765002,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
67,122461.913122521,290.59882374145,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
68,124857.497596665,297.23516681915,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
69,123621.177060102,292.484692844279,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
70,125645.524750779,298.923501301185,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
71,122998.589362927,290.463671840152,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
72,129070.61789268,306.235271656487,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
73,126607.178199282,297.941528876178,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
74,127598.715877578,301.165525677742,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
75,128702.987836646,303.697533128982,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
76,128555.353453504,302.671794772918,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
77,117485.415122459,277.01928389042,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
78,119657.246623658,281.122017614419,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
79,122009.06832169,286.804686391894,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
80,122837.683802022,287.628619917782,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
81,124727.287318814,293.083152558791,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
82,126705.108285287,297.613738157799,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
83,128631.244902057,302.414031950503,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
84,129060.092964267,302.517815656116,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
85,131505.324038914,309.987189349191,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
86,134502.51177064,317.250851737064,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
87,136239.275861437,321.057402171677,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
88,138601.396521289,327.572097442498,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
89,136868.550195058,322.375604654212,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
90,131767.711831658,308.879303081968,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
91,136647.813870268,320.962949416546,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
92,138507.350662291,325.963315971289,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
93,141120.147425244,332.659741156939,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
94,137647.629153097,322.148925122118,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
95,133679.215523293,312.055084343836,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
96,124978.208740755,290.325752619736,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
97,125352.262287119,290.650298895749,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
98,125618.660057265,291.005477554462,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
99,124954.998434491,288.885216875396,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
100,119082.37267265,274.004026192699,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp45","w5"
1,118220.264175905,304.897912116729,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
2,115628.013313422,297.863212013674,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
3,113670.717372046,291.789456312656,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
4,112276.850246014,287.560338186598,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
5,105073.035763103,266.765079923724,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
6,104500.684929197,264.413465554177,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
7,101095.101658863,254.795668613652,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
8,99350.2824965966,249.020240224351,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
9,99597.2662629829,249.521401975008,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
10,100436.641514339,251.717837467509,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
11,101299.798833582,253.526525246138,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
12,99281.8010119022,246.598020083334,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
13,99099.4303584078,246.500225891377,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
14,98351.2721607343,243.362278955889,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
15,93852.2922536675,231.671332988744,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
16,94639.6251510015,234.515426146089,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
17,97840.9883446645,242.994091603842,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
18,96635.3792603092,237.167747840547,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
19,93197.7493158101,228.658302680918,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
20,93962.4608377882,230.263409905483,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
21,96401.4997885133,236.173428974182,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
22,95587.5155300641,232.69648879093,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
23,100140.193082053,245.169455263971,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
24,99671.3116371322,242.415634124131,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
25,104633.272207844,258.58807301022,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
26,109182.117329644,269.084498656906,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
27,112674.652244143,277.752060730901,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
28,115399.71600933,285.009606353598,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
29,112406.760553839,277.173739913514,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
30,115306.992164196,286.355883405201,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
31,115597.503583385,285.640524426062,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
32,118364.042225227,294.243450497866,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
33,116583.50400285,287.399936005902,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
34,116720.096345079,289.073369290663,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
35,119556.142088829,295.964820382893,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
36,118814.610087273,293.431108253876,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
37,118107.213141253,291.487940154136,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
38,116896.382549465,287.510595735778,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
39,114289.12873346,281.048160524623,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
40,111790.271356017,273.925225464207,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
41,115790.315464556,285.380162940943,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
42,117183.942880758,287.821497368239,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
43,117320.253364226,287.749240448962,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
44,121221.881274942,300.191052755366,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
45,122454.858318172,301.205667817707,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
46,120862.47641229,297.005040273315,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
47,122548.032849952,302.139050245812,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
48,120623.672215463,296.311153595458,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
49,124214.428048431,307.42046049485,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
50,125421.439979971,308.655819613619,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
51,127778.951769785,315.471596328581,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
52,131241.245940863,324.903873014184,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
53,134293.233371389,332.49017257781,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
54,132603.488802465,326.915262083198,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
55,134123.811329492,330.813377311965,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
56,135556.522553444,334.56209201107,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
57,133773.950362876,329.516690866552,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
58,136205.580229149,336.175072289378,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
59,137271.505666886,337.662561998347,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
60,136095.539441867,333.823624723737,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
61,131448.640234487,321.384745475026,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
62,132984.586561393,325.085769664443,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
63,132566.027272156,322.932982126624,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
64,132308.394817626,321.968144793353,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
65,131928.873288209,320.498017343572,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
66,132221.711735209,321.010818021403,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
67,134505.593854841,327.463885021503,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
68,134706.455354195,326.616898251598,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
69,138490.204254251,338.189162701023,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
70,139653.143369204,338.889455015522,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
71,137413.412649868,332.655030419858,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
72,141053.794726882,341.38249510925,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
73,139740.012807681,337.142169338887,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
74,142153.865138432,344.833772657378,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
75,144317.113666031,348.80465085313,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
76,146047.220780352,352.820048716274,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
77,148190.701801482,358.560341517645,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
78,147057.829881167,353.937525759404,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
79,147476.677520929,356.004690624321,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
80,149829.664713822,362.486538389848,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
81,148370.843256151,356.651286097533,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
82,150337.819501174,363.861664165593,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
83,149935.429731791,360.990247381674,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
84,152281.732540066,369.052135763015,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
85,153984.006940134,372.662493412581,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
86,153649.760958844,371.070430587807,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
87,152070.538228664,366.581046900251,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
88,152413.031189824,368.298702534272,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
89,152686.917565846,368.587656554501,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
90,143821.127347699,344.385083652633,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
91,144872.36334142,346.813332681526,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
92,144064.701671644,344.517330927726,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
93,142369.893124129,338.899922065867,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
94,144390.169274605,344.544779853397,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
95,148120.844774931,354.080435491736,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
96,149186.270605634,355.465747448944,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
97,147019.933101665,349.328291537222,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
98,146260.213211391,347.901273072246,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
99,147202.021473491,350.583417646987,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
100,139525.934781438,329.405857608869,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
1,113935.382362913,294.334117566619,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
2,102162.675003282,263.100438236927,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
3,101746.502784603,260.272997307341,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
4,103233.500236966,264.59787360298,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
5,102375.167456513,261.354704064435,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
6,103581.941323441,261.367756490188,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
7,102364.611529593,257.900516414053,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
8,100315.911041529,251.225023836066,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
9,101893.5644334,256.405301519596,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
10,100818.249107906,251.366001008114,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
11,101022.56049028,253.161314355611,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
12,102656.204385502,257.607613443958,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
13,99292.1036983332,247.247686771361,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
14,96740.4831171823,239.899283639428,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
15,93994.0687056569,231.802849503479,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
16,88146.0681100626,216.627039446294,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
17,91300.9537942383,226.063513180546,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
18,91193.980897793,222.920739978822,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
19,88135.9215490338,214.666527760909,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
20,84700.2616610231,205.169032400221,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
21,82400.2260178813,198.774769332698,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
22,79889.9463170843,190.908430182966,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
23,85804.8603717502,207.591866605396,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
24,91137.5255438237,221.060511237122,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
25,91605.7144021293,219.633185163723,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
26,92055.3949092882,220.447355423158,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
27,92591.9212431155,221.766010636785,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
28,91688.5279317442,218.580979456358,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
29,89286.8458299799,212.57291638469,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
30,91102.4163320622,219.16795528147,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
31,89220.3759996265,213.439897461437,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
32,87958.6719305592,209.938271604181,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
33,86402.949360952,205.239971691384,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
34,85885.8412136106,204.095477730628,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
35,87767.7069406717,208.911350348261,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
36,89357.6981650552,212.596506634455,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
37,91405.5880722108,218.173793245804,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
38,95706.724093695,230.369691337641,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
39,102297.851407811,248.453966874656,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
40,102978.693657079,246.682392390388,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
41,104242.524457517,249.79659784485,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
42,103762.73779338,248.55132917894,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
43,104698.652426731,251.591905601882,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
44,104112.664707143,248.948711016171,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
45,102093.410553243,243.952908734617,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
46,98677.1480489462,235.595760502403,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
47,93476.5301833987,221.979016228327,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
48,97361.2305417957,233.266111990607,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
49,96934.0902781053,229.450443499072,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
50,96098.5752580862,227.450901693603,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
51,95301.3744497176,225.326502370971,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
52,87874.9677772011,207.187418184111,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
53,92165.5730858799,218.416451254931,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
54,95203.8087606963,224.788911594138,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
55,97980.8137519692,230.551839014337,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
56,96405.4760124537,226.236770217483,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
57,99384.8719219819,234.231762967412,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
58,98960.0573535842,231.024688898689,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
59,100045.27635535,235.239594786016,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
60,100940.174323921,236.442526589038,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
61,100369.079919371,233.875686629167,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
62,100067.12690857,232.773803228871,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
63,103917.006893538,243.813936771629,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
64,105086.952315369,244.195564077366,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
65,105905.34447495,246.287064540782,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
66,110321.427693519,259.113985532158,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
67,109946.686789042,255.535467444046,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
68,108677.817926932,252.633837780597,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
69,111237.999173303,260.198347270402,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
70,108852.038964015,252.404643542,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
71,102966.135799404,237.621623383285,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
72,99052.1533290138,228.620365233699,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
73,91720.4094879199,209.034293530681,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
74,88414.6607789831,199.798454694828,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
75,91202.5058469832,207.300000210374,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
76,95531.1525824078,217.683377222613,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
