"year","total_carbon_kg","volume_m3","TC_49","VOL_49","Perc_Diff_TC","Perc_Diff_VOL","recovery_year_total_carbon","recovery_year_volume","year_after_impact","model","mgm","rcp","windcase"
57,133773.950362876,329.516690866552,124214.428048431,307.42046049485,7.69598384393557,7.18762516201246,51,51,8,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
58,136205.580229149,336.175072289378,124214.428048431,307.42046049485,9.65359046377645,9.35351269341106,51,51,9,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
59,137271.505666886,337.662561998347,124214.428048431,307.42046049485,10.5117238179156,9.83737434223361,51,51,10,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
60,136095.539441867,333.823624723737,124214.428048431,307.42046049485,9.56500108731536,8.5886164461489,51,51,11,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
61,131448.640234487,321.384745475026,124214.428048431,307.42046049485,5.82397093454781,4.54240584953198,51,51,12,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
62,132984.586561393,325.085769664443,124214.428048431,307.42046049485,7.06049905051428,5.74630235774063,51,51,13,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
63,132566.027272156,322.932982126624,124214.428048431,307.42046049485,6.723533936386,5.04602771292561,51,51,14,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
64,132308.394817626,321.968144793353,124214.428048431,307.42046049485,6.51612449242872,4.73217829258526,51,51,15,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
65,131928.873288209,320.498017343572,124214.428048431,307.42046049485,6.21058709602542,4.25396436778205,51,51,16,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
66,132221.711735209,321.010818021403,124214.428048431,307.42046049485,6.44633945716459,4.42077196315331,51,51,17,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
67,134505.593854841,327.463885021503,124214.428048431,307.42046049485,8.2850003563168,6.5198733013376,51,51,18,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
68,134706.455354195,326.616898251598,124214.428048431,307.42046049485,8.44670580592477,6.24435918346107,51,51,19,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
69,138490.204254251,338.189162701023,124214.428048431,307.42046049485,11.4928486409435,10.0086709117035,51,51,20,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
70,139653.143369204,338.889455015522,124214.428048431,307.42046049485,12.4290837733865,10.2364671726849,51,51,21,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
71,137413.412649868,332.655030419858,124214.428048431,307.42046049485,10.6259673765836,8.20848745213276,51,51,22,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
72,141053.794726882,341.38249510925,124214.428048431,307.42046049485,13.5566913948877,11.0474216842081,51,51,23,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
73,139740.012807681,337.142169338887,124214.428048431,307.42046049485,12.4990188363594,9.66809717095436,51,51,24,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
74,142153.865138432,344.833772657378,124214.428048431,307.42046049485,14.442313483105,12.1700787586825,51,51,25,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
75,144317.113666031,348.80465085313,124214.428048431,307.42046049485,16.1838571681555,13.4617553729717,51,51,26,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
76,146047.220780352,352.820048716274,124214.428048431,307.42046049485,17.5766962622151,14.7679136737826,51,51,27,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
77,148190.701801482,358.560341517645,124214.428048431,307.42046049485,19.3023259292406,16.6351585514108,51,51,28,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
78,147057.829881167,353.937525759404,124214.428048431,307.42046049485,18.3902966761868,15.1314148673371,51,51,29,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
79,147476.677520929,356.004690624321,124214.428048431,307.42046049485,18.7274939296327,15.8038375361439,51,51,30,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
80,149829.664713822,362.486538389848,124214.428048431,307.42046049485,20.6217885215421,17.9123008944684,51,51,31,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
81,148370.843256151,356.651286097533,124214.428048431,307.42046049485,19.447350510925,16.0141668916365,51,51,32,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
82,150337.819501174,363.861664165593,124214.428048431,307.42046049485,21.0308833387352,18.3596119724402,51,51,33,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
83,149935.429731791,360.990247381674,124214.428048431,307.42046049485,20.7069356494808,17.4255762939765,51,51,34,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
84,152281.732540066,369.052135763015,124214.428048431,307.42046049485,22.5958489143397,20.0480069442864,51,51,35,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
85,153984.006940134,372.662493412581,124214.428048431,307.42046049485,23.9662810185752,21.2224107701588,51,51,36,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
86,153649.760958844,371.070430587807,124214.428048431,307.42046049485,23.6971931303629,20.7045328051686,51,51,37,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
87,152070.538228664,366.581046900251,124214.428048431,307.42046049485,22.4258249366741,19.2441928914462,51,51,38,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
88,152413.031189824,368.298702534272,124214.428048431,307.42046049485,22.7015521340221,19.802924613875,51,51,39,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
89,152686.917565846,368.587656554501,124214.428048431,307.42046049485,22.9220469511906,19.8969177136719,51,51,40,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
90,143821.127347699,344.385083652633,124214.428048431,307.42046049485,15.7845586920245,12.0241258822792,51,51,41,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
91,144872.36334142,346.813332681526,124214.428048431,307.42046049485,16.6308661703403,12.8140046772638,51,51,42,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
92,144064.701671644,344.517330927726,124214.428048431,307.42046049485,15.9806505050064,12.0671442535613,51,51,43,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
93,142369.893124129,338.899922065867,124214.428048431,307.42046049485,14.6162288559734,10.2398719721989,51,51,44,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
94,144390.169274605,344.544779853397,124214.428048431,307.42046049485,16.2426712767272,12.0760730430201,51,51,45,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
95,148120.844774931,354.080435491736,124214.428048431,307.42046049485,19.246086869376,15.1779016015325,51,51,46,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
96,149186.270605634,355.465747448944,124214.428048431,307.42046049485,20.1038180101478,15.628526115912,51,51,47,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
97,147019.933101665,349.328291537222,124214.428048431,307.42046049485,18.3597875154579,13.6320890857145,51,51,48,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
98,146260.213211391,347.901273072246,124214.428048431,307.42046049485,17.7481678330987,13.1678979701724,51,51,49,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
99,147202.021473491,350.583417646987,124214.428048431,307.42046049485,18.5063794812118,14.0403657852371,51,51,50,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
100,139525.934781438,329.405857608869,124214.428048431,307.42046049485,12.3266732967902,7.15157250061666,51,51,51,"EC-EARTH_RACMO22E-r1","ADAPTATION","rcp85","w5"
49,96934.0902781053,229.450443499072,96934.0902781053,229.450443499072,0,0,55,55,0,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
50,96098.5752580862,227.450901693603,96934.0902781053,229.450443499072,-0.861941364098071,-0.871448219918972,55,55,1,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
51,95301.3744497176,225.326502370971,96934.0902781053,229.450443499072,-1.68435668370483,-1.79731233690913,55,55,2,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
52,87874.9677772011,207.187418184111,96934.0902781053,229.450443499072,-9.34565174637062,-9.70275976609777,55,55,3,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
53,92165.5730858799,218.416451254931,96934.0902781053,229.450443499072,-4.91933970654133,-4.80887815071334,55,55,4,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
54,95203.8087606963,224.788911594138,96934.0902781053,229.450443499072,-1.7850082591633,-2.03160727599694,55,55,5,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
55,97980.8137519692,230.551839014337,96934.0902781053,229.450443499072,1.0798300895596,0.480014550623051,55,55,6,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
56,96405.4760124537,226.236770217483,96934.0902781053,229.450443499072,-0.54533370472144,-1.40059580298971,55,55,7,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
57,99384.8719219819,234.231762967412,96934.0902781053,229.450443499072,2.52829694573417,2.0838135657643,55,55,8,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
58,98960.0573535842,231.024688898689,96934.0902781053,229.450443499072,2.09004599895282,0.68609385783267,55,55,9,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
59,100045.27635535,235.239594786016,96934.0902781053,229.450443499072,3.2095891840718,2.52305081596718,55,55,10,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
60,100940.174323921,236.442526589038,96934.0902781053,229.450443499072,4.13279170859521,3.04731731320179,55,55,11,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
61,100369.079919371,233.875686629167,96934.0902781053,229.450443499072,3.54363426882217,1.92862696737933,55,55,12,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
62,100067.12690857,232.773803228871,96934.0902781053,229.450443499072,3.23213084424313,1.44839978477182,55,55,13,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
63,103917.006893538,243.813936771629,96934.0902781053,229.450443499072,7.20377794375403,6.25995446054322,55,55,14,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
64,105086.952315369,244.195564077366,96934.0902781053,229.450443499072,8.41072734460357,6.42627678266095,55,55,15,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
65,105905.34447495,246.287064540782,96934.0902781053,229.450443499072,9.25500427259995,7.33780278867832,55,55,16,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
66,110321.427693519,259.113985532158,96934.0902781053,229.450443499072,13.8107629390295,12.9280822389021,55,55,17,"HadGEM2_CCLM","ADAPTATION","rcp45","w5"
