"rcp","model","mgm","windcase","nat.mortality.volperha","impact","NEP","standing.volume.decidious","BA.decidious","deadwood.c.ag","carbonstock","shannon_BA_landscape","shannon_VOL_landscape","annual.harvest","annual.increment","standing.volume","LAI"
"-","refclim","ADAPTATION","w5",2.86252552146177,3.56515539556247,-890.50886446279,58.4636274390582,7.02401480252888,17719.7033522414,290263.196091676,1.95532380582242,1.76417315846807,8.72132036133672,877.57136785591,252.3634753443,3.03147420029548
"-","refclim","ADAPTATION","w6",2.83111796166054,3.85924667767167,-918.207527158579,58.0668032475143,6.95421464440426,17728.9067071491,289156.632987884,1.94822590424392,1.75830908885093,8.68605280987078,877.483654454639,249.734583775645,3.0096741509059
"-","refclim","ADAPTATION","w7",2.86017946688528,3.66508882312983,-963.323615864193,58.1961508550493,6.98360506154604,17783.8036729742,290626.180117284,1.93652575048987,1.74426217523374,8.81305165025705,878.903224534661,252.968054674174,3.03945506037222
"-","refclim","ADAPTATION","w8",2.83699795111937,3.76360295893746,-839.011443482836,57.1953693718183,6.86608029776565,17485.2432910068,288984.451855518,1.94768174293756,1.75744318295877,8.81803626227059,877.925132229006,250.118744141148,3.03147943955212
"-","refclim","ADAPTATION","w9",2.76205967282415,4.02494284095175,-1043.09491694147,57.8513022646505,6.95574691625613,17778.5638397795,286947.207197678,1.96094946019906,1.77396285485416,8.86837988155028,876.266892614225,244.123580497107,2.95669134134176
"-","refclim","BAU","w5",2.74373359561382,4.36595245444079,-1092.85291884663,48.4229469022244,5.23845656488309,17608.4350895071,289244.236369758,1.52579213189055,1.38418038339572,9.25981994809305,880.026292263462,263.381895179802,3.09820115935448
"-","refclim","BAU","w6",2.61921272220571,5.07912446092377,-1303.28203506403,46.8751788260628,5.11137295503281,17661.2559404451,283134.88716421,1.55275876447257,1.40859683043157,9.32092687738384,875.70268660452,249.749690193195,2.95848462948582
"-","refclim","BAU","w7",2.69770390621695,4.65690921304438,-1274.78884327253,47.8284816911841,5.19171515915826,17728.100510837,287052.30831038,1.53812393699885,1.39468350019419,9.36315589747526,878.707424681138,258.105687194388,3.03974808204723
"-","refclim","BAU","w8",2.73375509005229,4.56266861822768,-1011.47389506072,47.9872368428969,5.21378289944252,17482.5164085547,287803.398375137,1.54411769898468,1.40374474753201,9.19234788604643,876.758945124505,260.053376840061,3.09505619533179
"-","refclim","BAU","w9",2.61609860316594,5.06900420566357,-1379.7669984956,47.0714455052574,5.11025073613991,17703.5406651638,282941.116993314,1.55574039158199,1.41513950778218,9.36062196744622,873.954341359552,248.555632932922,2.95007373635674
