"","rcp","model","mgm","windcase","Climate","Production","Water","Biodiversity","score"
"216","rcp85","NCC_HIRHAM5","CONSERVATION","w5",0.551460168063477,0.679577196004528,0.709438898524756,0.696592833942771,2.63706909653553
"217","rcp85","NCC_HIRHAM5","CONSERVATION","w6",0.474258310239934,0.69098673768294,0.673832884967267,0.722058442146477,2.56113637503662
"218","rcp85","NCC_HIRHAM5","CONSERVATION","w7",0.483312989047056,0.690028262654467,0.702900497336985,0.70628145475666,2.58252320379517
"219","rcp85","NCC_HIRHAM5","CONSERVATION","w8",0.577609312012428,0.678904668079082,0.709088079698602,0.69179350849061,2.65739556828072
"220","rcp85","NCC_HIRHAM5","CONSERVATION","w9",0.47876060526349,0.688385981646979,0.675380913478662,0.717738828116805,2.56026632850594
"221","rcp85","NCC_HIRHAM5","UNMANAGED","w5",0.782231015642549,0.329533072755101,0.872843232556968,0.75203467472842,2.73664199568304
"222","rcp85","NCC_HIRHAM5","UNMANAGED","w6",0.723676804371821,0.3299944878838,0.844280447776413,0.77711803167271,2.67506977170474
"223","rcp85","NCC_HIRHAM5","UNMANAGED","w7",0.68978826637811,0.32673563331584,0.85544080044887,0.775012871252324,2.64697757139514
"224","rcp85","NCC_HIRHAM5","UNMANAGED","w8",0.836969291185817,0.324459462962713,0.856912433052038,0.745083651674666,2.76342483887524
"225","rcp85","NCC_HIRHAM5","UNMANAGED","w9",0.675896863853745,0.332444798435841,0.825438578015075,0.787899580754366,2.62167982105903
